Dataset,Fold,Classifier,Resampler,Metric,Score
poker-8-9_vs_6,7,MLP,RBU,G-mean,0.7022468831767834
ecoli-0-1_vs_2-3-5,5,CART,RBU,Precision,0.5789473684210527
ecoli-0-1_vs_2-3-5,5,CART,RBU,Recall,0.9166666666666666
ecoli-0-1_vs_2-3-5,5,CART,RBU,AUC,0.9219696969696968
ecoli-0-1_vs_2-3-5,5,CART,RBU,G-mean,0.9219544457292888
ecoli-0-1_vs_2-3-5,5,KNN,RBU,Precision,0.4583333333333333
ecoli-0-1_vs_2-3-5,5,KNN,RBU,Recall,0.9166666666666666
ecoli-0-1_vs_2-3-5,5,KNN,RBU,AUC,0.8992424242424242
ecoli-0-1_vs_2-3-5,5,KNN,RBU,G-mean,0.8990735972840784
ecoli-0-1_vs_2-3-5,5,SVM,RBU,Precision,0.6666666666666666
ecoli-0-1_vs_2-3-5,5,SVM,RBU,Recall,0.8333333333333334
ecoli-0-1_vs_2-3-5,5,SVM,RBU,AUC,0.893939393939394
ecoli-0-1_vs_2-3-5,5,SVM,RBU,G-mean,0.8918825850158447
ecoli-0-1_vs_2-3-5,5,MLP,RBU,Precision,0.4230769230769231
ecoli-0-1_vs_2-3-5,5,MLP,RBU,Recall,0.9166666666666666
ecoli-0-1_vs_2-3-5,5,MLP,RBU,AUC,0.8901515151515151
ecoli-0-1_vs_2-3-5,5,MLP,RBU,G-mean,0.8897565210026093
yeast1,7,CART,PAO,Precision,0.4875
yeast1,7,CART,PAO,Recall,0.5441860465116279
yeast1,7,CART,PAO,AUC,0.6553947310357001
yeast1,7,CART,PAO,G-mean,0.6458907662722724
yeast1,7,KNN,PAO,Precision,0.508
yeast1,7,KNN,PAO,Recall,0.5906976744186047
yeast1,7,KNN,PAO,AUC,0.6786505449891884
yeast1,7,KNN,PAO,G-mean,0.6729270798329613
yeast1,7,SVM,PAO,Precision,0.5331125827814569
yeast1,7,SVM,PAO,Recall,0.7488372093023256
yeast1,7,SVM,PAO,AUC,0.7406425135695689
yeast1,7,SVM,PAO,G-mean,0.7405971778696544
yeast1,7,MLP,PAO,Precision,0.5384615384615384
yeast1,7,MLP,PAO,Recall,0.7162790697674418
yeast1,7,MLP,PAO,AUC,0.7329023432328671
yeast1,7,MLP,PAO,G-mean,0.7327137991709456
haberman,2,CART,PAU,Precision,0.25
haberman,2,CART,PAU,Recall,0.85
haberman,2,CART,PAU,AUC,0.4736725663716814
haberman,2,CART,PAU,G-mean,0.28765146068090525
haberman,2,KNN,PAU,Precision,0.4029850746268657
haberman,2,KNN,PAU,Recall,0.675
haberman,2,KNN,PAU,AUC,0.6605088495575221
haberman,2,KNN,PAU,G-mean,0.6603498670422028
haberman,2,SVM,PAU,Precision,0.4754098360655738
haberman,2,SVM,PAU,Recall,0.725
haberman,2,SVM,PAU,AUC,0.7209070796460177
haberman,2,SVM,PAU,G-mean,0.7208954608587335
haberman,2,MLP,PAU,Precision,0.44
haberman,2,MLP,PAU,Recall,0.825
haberman,2,MLP,PAU,AUC,0.7266592920353981
haberman,2,MLP,PAU,G-mean,0.7199741883278921
yeast6,3,CART,RBO,Precision,0.5454545454545454
yeast6,3,CART,RBO,Recall,0.3333333333333333
yeast6,3,CART,RBO,AUC,0.6632136279926335
yeast6,3,CART,RBO,G-mean,0.5753532024336395
yeast6,3,KNN,RBO,Precision,0.3333333333333333
yeast6,3,KNN,RBO,Recall,0.6666666666666666
yeast6,3,KNN,RBO,AUC,0.8167587476979741
yeast6,3,KNN,RBO,G-mean,0.8028494374120557
yeast6,3,SVM,RBO,Precision,0.325
yeast6,3,SVM,RBO,Recall,0.7222222222222222
yeast6,3,SVM,RBO,AUC,0.8424647022713321
yeast6,3,SVM,RBO,G-mean,0.8338396252066482
yeast6,3,MLP,RBO,Precision,0.43333333333333335
yeast6,3,MLP,RBO,Recall,0.7222222222222222
yeast6,3,MLP,RBO,AUC,0.8493707796193984
yeast6,3,MLP,RBO,G-mean,0.8397999557174801
poker-8_vs_6,1,CART,RBO,Precision,0.625
poker-8_vs_6,1,CART,RBO,Recall,0.625
poker-8_vs_6,1,CART,RBO,AUC,0.810445205479452
poker-8_vs_6,1,CART,RBO,G-mean,0.7889432849383503
poker-8_vs_6,1,KNN,RBO,Precision,0.3636363636363637
poker-8_vs_6,1,KNN,RBO,Recall,0.5
poker-8_vs_6,1,KNN,RBO,AUC,0.7452054794520547
poker-8_vs_6,1,KNN,RBO,G-mean,0.7037083767101645
poker-8_vs_6,1,SVM,RBO,Precision,0.8
poker-8_vs_6,1,SVM,RBO,Recall,0.5
poker-8_vs_6,1,SVM,RBO,AUC,0.7493150684931507
poker-8_vs_6,1,SVM,RBO,G-mean,0.7066222954967885
poker-8_vs_6,1,MLP,RBO,Precision,0.6666666666666666
poker-8_vs_6,1,MLP,RBO,Recall,0.75
poker-8_vs_6,1,MLP,RBO,AUC,0.872945205479452
poker-8_vs_6,1,MLP,RBO,G-mean,0.8642440675059205
kddcup-buffer_overflow_vs_back,6,CART,RBO,Precision,1.0
kddcup-buffer_overflow_vs_back,6,CART,RBO,Recall,1.0
kddcup-buffer_overflow_vs_back,6,CART,RBO,AUC,1.0
kddcup-buffer_overflow_vs_back,6,CART,RBO,G-mean,1.0
kddcup-buffer_overflow_vs_back,6,KNN,RBO,Precision,1.0
kddcup-buffer_overflow_vs_back,6,KNN,RBO,Recall,0.7333333333333333
kddcup-buffer_overflow_vs_back,6,KNN,RBO,AUC,0.8666666666666667
kddcup-buffer_overflow_vs_back,6,KNN,RBO,G-mean,0.8563488385776752
kddcup-buffer_overflow_vs_back,6,SVM,RBO,Precision,1.0
kddcup-buffer_overflow_vs_back,6,SVM,RBO,Recall,0.9333333333333332
kddcup-buffer_overflow_vs_back,6,SVM,RBO,AUC,0.9666666666666668
kddcup-buffer_overflow_vs_back,6,SVM,RBO,G-mean,0.966091783079296
kddcup-buffer_overflow_vs_back,6,MLP,RBO,Precision,1.0
kddcup-buffer_overflow_vs_back,6,MLP,RBO,Recall,0.6666666666666666
kddcup-buffer_overflow_vs_back,6,MLP,RBO,AUC,0.8333333333333333
kddcup-buffer_overflow_vs_back,6,MLP,RBO,G-mean,0.8164965809277259
pima,3,CART,PAO,Precision,0.5344827586206896
pima,3,CART,PAO,Recall,0.6940298507462687
pima,3,CART,PAO,AUC,0.6850149253731341
pima,3,CART,PAO,G-mean,0.6849556037470441
pima,3,KNN,PAO,Precision,0.5454545454545454
pima,3,KNN,PAO,Recall,0.6268656716417911
pima,3,KNN,PAO,AUC,0.6734328358208955
pima,3,KNN,PAO,G-mean,0.6718208716481571
pima,3,SVM,PAO,Precision,0.5764705882352941
pima,3,SVM,PAO,Recall,0.7313432835820896
pima,3,SVM,PAO,AUC,0.7216716417910447
pima,3,SVM,PAO,G-mean,0.7216068305597223
pima,3,MLP,PAO,Precision,0.5773809523809523
pima,3,MLP,PAO,Recall,0.7238805970149254
pima,3,MLP,PAO,AUC,0.7199402985074626
pima,3,MLP,PAO,G-mean,0.7199295156212769
ecoli-0-1-3-7_vs_2-6,0,CART,RBU,Precision,0.02803738317757009
ecoli-0-1-3-7_vs_2-6,0,CART,RBU,Recall,0.75
ecoli-0-1-3-7_vs_2-6,0,CART,RBU,AUC,0.4954379562043796
ecoli-0-1-3-7_vs_2-6,0,CART,RBU,G-mean,0.4250375681120073
ecoli-0-1-3-7_vs_2-6,0,KNN,RBU,Precision,0.5
ecoli-0-1-3-7_vs_2-6,0,KNN,RBU,Recall,0.75
ecoli-0-1-3-7_vs_2-6,0,KNN,RBU,AUC,0.864051094890511
ecoli-0-1-3-7_vs_2-6,0,KNN,RBU,G-mean,0.8564908886472561
ecoli-0-1-3-7_vs_2-6,0,SVM,RBU,Precision,0.5
ecoli-0-1-3-7_vs_2-6,0,SVM,RBU,Recall,0.75
ecoli-0-1-3-7_vs_2-6,0,SVM,RBU,AUC,0.864051094890511
ecoli-0-1-3-7_vs_2-6,0,SVM,RBU,G-mean,0.8564908886472561
ecoli-0-1-3-7_vs_2-6,0,MLP,RBU,Precision,0.07692307692307693
ecoli-0-1-3-7_vs_2-6,0,MLP,RBU,Recall,0.75
ecoli-0-1-3-7_vs_2-6,0,MLP,RBU,AUC,0.7436131386861314
ecoli-0-1-3-7_vs_2-6,0,MLP,RBU,G-mean,0.7435857099414951
poker-8-9_vs_6,9,CART,RBU,Precision,0.018666666666666668
poker-8-9_vs_6,9,CART,RBU,Recall,0.5833333333333334
poker-8-9_vs_6,9,CART,RBU,AUC,0.5396118721461187
poker-8-9_vs_6,9,CART,RBU,G-mean,0.5378377138065851
poker-8-9_vs_6,9,KNN,RBU,Precision,0.030959752321981424
poker-8-9_vs_6,9,KNN,RBU,Recall,0.8333333333333334
poker-8-9_vs_6,9,KNN,RBU,AUC,0.7022831050228311
poker-8-9_vs_6,9,KNN,RBU,G-mean,0.6899473873131734
poker-8-9_vs_6,9,SVM,RBU,Precision,0.056338028169014086
poker-8-9_vs_6,9,SVM,RBU,Recall,0.6666666666666666
poker-8-9_vs_6,9,SVM,RBU,AUC,0.741552511415525
poker-8-9_vs_6,9,SVM,RBU,G-mean,0.7377616399914828
poker-8-9_vs_6,9,MLP,RBU,Precision,0.043478260869565216
poker-8-9_vs_6,9,MLP,RBU,Recall,0.75
poker-8-9_vs_6,9,MLP,RBU,AUC,0.7393835616438357
poker-8-9_vs_6,9,MLP,RBU,G-mean,0.7393073396536473
pima,6,CART,RBO,Precision,0.5289855072463768
pima,6,CART,RBO,Recall,0.5447761194029851
pima,6,CART,RBO,AUC,0.6423880597014925
pima,6,CART,RBO,G-mean,0.6349286009924336
pima,6,KNN,RBO,Precision,0.5454545454545454
pima,6,KNN,RBO,Recall,0.6268656716417911
pima,6,KNN,RBO,AUC,0.6734328358208955
pima,6,KNN,RBO,G-mean,0.6718208716481571
pima,6,SVM,RBO,Precision,0.5763888888888888
pima,6,SVM,RBO,Recall,0.6194029850746269
pima,6,SVM,RBO,AUC,0.6877014925373134
pima,6,SVM,RBO,G-mean,0.6843015831608297
pima,6,MLP,RBO,Precision,0.5902777777777778
pima,6,MLP,RBO,Recall,0.6343283582089553
pima,6,MLP,RBO,AUC,0.6991641791044777
pima,6,MLP,RBO,G-mean,0.6961514674779059
page-blocks0,5,CART,PAO,Precision,0.7637540453074434
page-blocks0,5,CART,PAO,Recall,0.8428571428571429
page-blocks0,5,CART,PAO,AUC,0.906567007910656
page-blocks0,5,CART,PAO,G-mean,0.9043256011674904
page-blocks0,5,KNN,PAO,Precision,0.8535714285714285
page-blocks0,5,KNN,PAO,Recall,0.8535714285714285
page-blocks0,5,KNN,PAO,AUC,0.9184388087482552
page-blocks0,5,KNN,PAO,G-mean,0.9161452223331784
page-blocks0,5,SVM,PAO,Precision,0.6615776081424937
page-blocks0,5,SVM,PAO,Recall,0.9285714285714286
page-blocks0,5,SVM,PAO,AUC,0.9372091670544441
page-blocks0,5,SVM,PAO,G-mean,0.9371693615802767
page-blocks0,5,MLP,PAO,Precision,0.8475177304964538
page-blocks0,5,MLP,PAO,Recall,0.8535714285714285
page-blocks0,5,MLP,PAO,AUC,0.9180316426244766
page-blocks0,5,MLP,PAO,G-mean,0.9157657875592591
yeast-0-2-5-6_vs_3-7-8-9,2,CART,RBU,Precision,0.11019283746556474
yeast-0-2-5-6_vs_3-7-8-9,2,CART,RBU,Recall,0.8163265306122449
yeast-0-2-5-6_vs_3-7-8-9,2,CART,RBU,AUC,0.5516511240257693
yeast-0-2-5-6_vs_3-7-8-9,2,CART,RBU,G-mean,0.4840102186805342
yeast-0-2-5-6_vs_3-7-8-9,2,KNN,RBU,Precision,0.12040133779264214
yeast-0-2-5-6_vs_3-7-8-9,2,KNN,RBU,Recall,0.7346938775510204
yeast-0-2-5-6_vs_3-7-8-9,2,KNN,RBU,AUC,0.5770599630580711
yeast-0-2-5-6_vs_3-7-8-9,2,KNN,RBU,G-mean,0.5551123759800457
yeast-0-2-5-6_vs_3-7-8-9,2,SVM,RBU,Precision,0.12962962962962962
yeast-0-2-5-6_vs_3-7-8-9,2,SVM,RBU,Recall,0.7142857142857143
yeast-0-2-5-6_vs_3-7-8-9,2,SVM,RBU,AUC,0.5977609586881111
yeast-0-2-5-6_vs_3-7-8-9,2,SVM,RBU,G-mean,0.5862935656005858
yeast-0-2-5-6_vs_3-7-8-9,2,MLP,RBU,Precision,0.12091503267973855
yeast-0-2-5-6_vs_3-7-8-9,2,MLP,RBU,Recall,0.7551020408163265
yeast-0-2-5-6_vs_3-7-8-9,2,MLP,RBU,AUC,0.5806415281344325
yeast-0-2-5-6_vs_3-7-8-9,2,MLP,RBU,G-mean,0.5538123452118595
abalone-19_vs_10-11-12-13,3,CART,PAU,Precision,0.01988636363636364
abalone-19_vs_10-11-12-13,3,CART,PAU,Recall,0.875
abalone-19_vs_10-11-12-13,3,CART,PAU,AUC,0.5035377358490566
abalone-19_vs_10-11-12-13,3,CART,PAU,G-mean,0.33995005182504245
abalone-19_vs_10-11-12-13,3,KNN,PAU,Precision,0.028938906752411574
abalone-19_vs_10-11-12-13,3,KNN,PAU,Recall,0.5625
abalone-19_vs_10-11-12-13,3,KNN,PAU,AUC,0.591312893081761
abalone-19_vs_10-11-12-13,3,KNN,PAU,G-mean,0.5906104932330454
abalone-19_vs_10-11-12-13,3,SVM,PAU,Precision,0.028011204481792718
abalone-19_vs_10-11-12-13,3,SVM,PAU,Recall,0.625
abalone-19_vs_10-11-12-13,3,SVM,PAU,AUC,0.5942610062893082
abalone-19_vs_10-11-12-13,3,SVM,PAU,G-mean,0.5934654647590163
abalone-19_vs_10-11-12-13,3,MLP,PAU,Precision,0.04477611940298507
abalone-19_vs_10-11-12-13,3,MLP,PAU,Recall,0.5625
abalone-19_vs_10-11-12-13,3,MLP,PAU,AUC,0.6604952830188678
abalone-19_vs_10-11-12-13,3,MLP,PAU,G-mean,0.6531852290095257
yeast6,3,CART,RBU,Precision,0.23214285714285715
yeast6,3,CART,RBU,Recall,0.7222222222222222
yeast6,3,CART,RBU,AUC,0.8314149785144261
yeast6,3,CART,RBU,G-mean,0.8242134483684762
yeast6,3,KNN,RBU,Precision,0.16883116883116886
yeast6,3,KNN,RBU,Recall,0.7222222222222222
yeast6,3,KNN,RBU,AUC,0.8169122160834869
yeast6,3,KNN,RBU,G-mean,0.8114058009707517
yeast6,3,SVM,RBU,Precision,0.21311475409836064
yeast6,3,SVM,RBU,Recall,0.7222222222222222
yeast6,3,SVM,RBU,AUC,0.8279619398403929
yeast6,3,SVM,RBU,G-mean,0.8211821271449445
yeast6,3,MLP,RBU,Precision,0.14942528735632185
yeast6,3,MLP,RBU,Recall,0.7222222222222222
yeast6,3,MLP,RBU,AUC,0.8100061387354205
yeast6,3,MLP,RBU,G-mean,0.8052353251010969
glass-0-1-5_vs_2,1,CART,PAO,Precision,0.2307692307692308
glass-0-1-5_vs_2,1,CART,PAO,Recall,0.3333333333333333
glass-0-1-5_vs_2,1,CART,PAO,AUC,0.6017316017316017
glass-0-1-5_vs_2,1,CART,PAO,G-mean,0.5385566730097122
glass-0-1-5_vs_2,1,KNN,PAO,Precision,0.2777777777777778
glass-0-1-5_vs_2,1,KNN,PAO,Recall,0.5555555555555556
glass-0-1-5_vs_2,1,KNN,PAO,AUC,0.6933621933621934
glass-0-1-5_vs_2,1,KNN,PAO,G-mean,0.6795295885835008
glass-0-1-5_vs_2,1,SVM,PAO,Precision,0.3125
glass-0-1-5_vs_2,1,SVM,PAO,Recall,0.5555555555555556
glass-0-1-5_vs_2,1,SVM,PAO,AUC,0.7063492063492064
glass-0-1-5_vs_2,1,SVM,PAO,G-mean,0.6900655593423543
glass-0-1-5_vs_2,1,MLP,PAO,Precision,0.4
glass-0-1-5_vs_2,1,MLP,PAO,Recall,0.6666666666666666
glass-0-1-5_vs_2,1,MLP,PAO,AUC,0.7748917748917749
glass-0-1-5_vs_2,1,MLP,PAO,G-mean,0.7672969364884684
glass5,7,CART,PAO,Precision,0.625
glass5,7,CART,PAO,Recall,1.0
glass5,7,CART,PAO,AUC,0.9852941176470588
glass5,7,CART,PAO,G-mean,0.9851843661437779
glass5,7,KNN,PAO,Precision,0.5
glass5,7,KNN,PAO,Recall,1.0
glass5,7,KNN,PAO,AUC,0.9754901960784312
glass5,7,KNN,PAO,G-mean,0.9751822353575064
glass5,7,SVM,PAO,Precision,0.6666666666666666
glass5,7,SVM,PAO,Recall,0.8
glass5,7,SVM,PAO,AUC,0.8901960784313725
glass5,7,SVM,PAO,G-mean,0.8856148855400953
glass5,7,MLP,PAO,Precision,0.7142857142857143
glass5,7,MLP,PAO,Recall,1.0
glass5,7,MLP,PAO,AUC,0.9901960784313724
glass5,7,MLP,PAO,G-mean,0.9901475429766744
winequality-red-4,0,CART,RBU,Precision,0.052980132450331126
winequality-red-4,0,CART,RBU,Recall,0.5925925925925926
winequality-red-4,0,CART,RBU,AUC,0.6113027646016003
winequality-red-4,0,CART,RBU,G-mean,0.6110163659616271
winequality-red-4,0,KNN,RBU,Precision,0.047745358090185666
winequality-red-4,0,KNN,RBU,Recall,0.6666666666666666
winequality-red-4,0,KNN,RBU,AUC,0.6011211729193617
winequality-red-4,0,KNN,RBU,G-mean,0.5975369886303034
winequality-red-4,0,SVM,RBU,Precision,0.044736842105263165
winequality-red-4,0,SVM,RBU,Recall,0.6296296296296297
winequality-red-4,0,SVM,RBU,AUC,0.5800153322792392
winequality-red-4,0,SVM,RBU,G-mean,0.5778894420020348
winequality-red-4,0,MLP,RBU,Precision,0.03926096997690531
winequality-red-4,0,MLP,RBU,Recall,0.6296296296296297
winequality-red-4,0,MLP,RBU,AUC,0.5457333141679843
winequality-red-4,0,MLP,RBU,G-mean,0.5392460092061246
vehicle3,8,CART,RBU,Precision,0.4117647058823529
vehicle3,8,CART,RBU,Recall,0.7264150943396226
vehicle3,8,CART,RBU,AUC,0.689705969882745
vehicle3,8,CART,RBU,G-mean,0.6887283681347149
vehicle3,8,KNN,RBU,Precision,0.4388888888888889
vehicle3,8,KNN,RBU,Recall,0.7452830188679245
vehicle3,8,KNN,RBU,AUC,0.7133355157431105
vehicle3,8,KNN,RBU,G-mean,0.7126197548935754
vehicle3,8,SVM,RBU,Precision,0.4481132075471698
vehicle3,8,SVM,RBU,Recall,0.8962264150943396
vehicle3,8,SVM,RBU,AUC,0.7635706207963813
vehicle3,8,SVM,RBU,G-mean,0.7519591299948081
vehicle3,8,MLP,RBU,Precision,0.5028901734104047
vehicle3,8,MLP,RBU,Recall,0.8207547169811321
vehicle3,8,MLP,RBU,AUC,0.7747306707934052
vehicle3,8,MLP,RBU,G-mean,0.7733623985173507
winequality-white-9_vs_4,2,CART,RBU,Precision,0.037037037037037035
winequality-white-9_vs_4,2,CART,RBU,Recall,0.5
winequality-white-9_vs_4,2,CART,RBU,AUC,0.5914634146341463
winequality-white-9_vs_4,2,CART,RBU,G-mean,0.5843487097907776
winequality-white-9_vs_4,2,KNN,RBU,Precision,0.06451612903225806
winequality-white-9_vs_4,2,KNN,RBU,Recall,1.0
winequality-white-9_vs_4,2,KNN,RBU,AUC,0.8231707317073171
winequality-white-9_vs_4,2,KNN,RBU,G-mean,0.8039536450658298
winequality-white-9_vs_4,2,SVM,RBU,Precision,0.125
winequality-white-9_vs_4,2,SVM,RBU,Recall,0.5
winequality-white-9_vs_4,2,SVM,RBU,AUC,0.7073170731707318
winequality-white-9_vs_4,2,SVM,RBU,G-mean,0.6762522260005742
winequality-white-9_vs_4,2,MLP,RBU,Precision,0.06896551724137931
winequality-white-9_vs_4,2,MLP,RBU,Recall,1.0
winequality-white-9_vs_4,2,MLP,RBU,AUC,0.8353658536585366
winequality-white-9_vs_4,2,MLP,RBU,G-mean,0.8189821166039423
haberman,6,CART,PAU,Precision,0.2777777777777778
haberman,6,CART,PAU,Recall,0.75
haberman,6,CART,PAU,AUC,0.5298672566371682
haberman,6,CART,PAU,G-mean,0.4819760211418741
haberman,6,KNN,PAU,Precision,0.32432432432432434
haberman,6,KNN,PAU,Recall,0.6
haberman,6,KNN,PAU,AUC,0.5787610619469027
haberman,6,KNN,PAU,G-mean,0.5783712253702488
haberman,6,SVM,PAU,Precision,0.43478260869565216
haberman,6,SVM,PAU,Recall,0.5
haberman,6,SVM,PAU,AUC,0.6349557522123893
haberman,6,SVM,PAU,G-mean,0.6204480253916435
haberman,6,MLP,PAU,Precision,0.4375
haberman,6,MLP,PAU,Recall,0.7
haberman,6,MLP,PAU,AUC,0.6907079646017698
haberman,6,MLP,PAU,G-mean,0.6906454592933178
winequality-white-3-9_vs_5,9,CART,RBO,Precision,0.09523809523809523
winequality-white-3-9_vs_5,9,CART,RBO,Recall,0.15384615384615385
winequality-white-3-9_vs_5,9,CART,RBO,AUC,0.5638736263736263
winequality-white-3-9_vs_5,9,CART,RBO,G-mean,0.3870800153617812
winequality-white-3-9_vs_5,9,KNN,RBO,Precision,0.125
winequality-white-3-9_vs_5,9,KNN,RBO,Recall,0.15384615384615385
winequality-white-3-9_vs_5,9,KNN,RBO,AUC,0.5673076923076922
winequality-white-3-9_vs_5,9,KNN,RBO,G-mean,0.3884424976293107
winequality-white-3-9_vs_5,9,SVM,RBO,Precision,0.07407407407407407
winequality-white-3-9_vs_5,9,SVM,RBO,Recall,0.15384615384615385
winequality-white-3-9_vs_5,9,SVM,RBO,AUC,0.5597527472527473
winequality-white-3-9_vs_5,9,SVM,RBO,G-mean,0.3854386792812216
winequality-white-3-9_vs_5,9,MLP,RBO,Precision,0.2
winequality-white-3-9_vs_5,9,MLP,RBO,Recall,0.2307692307692308
winequality-white-3-9_vs_5,9,MLP,RBO,AUC,0.6071428571428571
winequality-white-3-9_vs_5,9,MLP,RBO,G-mean,0.4764087975152828
glass5,6,CART,RBU,Precision,0.032786885245901634
glass5,6,CART,RBU,Recall,0.5
glass5,6,CART,RBU,AUC,0.4635922330097088
glass5,6,CART,RBU,G-mean,0.4621603974917245
glass5,6,KNN,RBU,Precision,0.12
glass5,6,KNN,RBU,Recall,0.75
glass5,6,KNN,RBU,AUC,0.7682038834951456
glass5,6,KNN,RBU,G-mean,0.7679881673845753
glass5,6,SVM,RBU,Precision,0.09090909090909093
glass5,6,SVM,RBU,Recall,0.75
glass5,6,SVM,RBU,AUC,0.7293689320388349
glass5,6,SVM,RBU,G-mean,0.7290770864992621
glass5,6,MLP,RBU,Precision,0.08823529411764706
glass5,6,MLP,RBU,Recall,0.75
glass5,6,MLP,RBU,AUC,0.7245145631067962
glass5,6,MLP,RBU,G-mean,0.7240661880382168
glass-0-1-5_vs_2,1,CART,RBU,Precision,0.16279069767441862
glass-0-1-5_vs_2,1,CART,RBU,Recall,0.7777777777777778
glass-0-1-5_vs_2,1,CART,RBU,AUC,0.6551226551226552
glass-0-1-5_vs_2,1,CART,RBU,G-mean,0.6435381994422819
glass-0-1-5_vs_2,1,KNN,RBU,Precision,0.14516129032258066
glass-0-1-5_vs_2,1,KNN,RBU,Recall,1.0
glass-0-1-5_vs_2,1,KNN,RBU,AUC,0.6558441558441559
glass-0-1-5_vs_2,1,KNN,RBU,G-mean,0.5582905262390826
glass-0-1-5_vs_2,1,SVM,RBU,Precision,0.1125
glass-0-1-5_vs_2,1,SVM,RBU,Recall,1.0
glass-0-1-5_vs_2,1,SVM,RBU,AUC,0.5389610389610391
glass-0-1-5_vs_2,1,SVM,RBU,G-mean,0.2791452631195413
glass-0-1-5_vs_2,1,MLP,RBU,Precision,0.1875
glass-0-1-5_vs_2,1,MLP,RBU,Recall,1.0
glass-0-1-5_vs_2,1,MLP,RBU,AUC,0.7467532467532467
glass-0-1-5_vs_2,1,MLP,RBU,G-mean,0.7025001733142089
winequality-red-3_vs_5,1,CART,RBU,Precision,0.04878048780487805
winequality-red-3_vs_5,1,CART,RBU,Recall,0.4
winequality-red-3_vs_5,1,CART,RBU,AUC,0.6426470588235293
winequality-red-3_vs_5,1,CART,RBU,G-mean,0.5950778495783754
winequality-red-3_vs_5,1,KNN,RBU,Precision,0.02564102564102564
winequality-red-3_vs_5,1,KNN,RBU,Recall,0.8
winequality-red-3_vs_5,1,KNN,RBU,AUC,0.6764705882352942
winequality-red-3_vs_5,1,KNN,RBU,G-mean,0.6650961894165915
winequality-red-3_vs_5,1,SVM,RBU,Precision,0.03225806451612903
winequality-red-3_vs_5,1,SVM,RBU,Recall,0.8
winequality-red-3_vs_5,1,SVM,RBU,AUC,0.7235294117647059
winequality-red-3_vs_5,1,SVM,RBU,G-mean,0.7194769341845014
winequality-red-3_vs_5,1,MLP,RBU,Precision,0.02797202797202797
winequality-red-3_vs_5,1,MLP,RBU,Recall,0.8
winequality-red-3_vs_5,1,MLP,RBU,AUC,0.6955882352941177
winequality-red-3_vs_5,1,MLP,RBU,G-mean,0.6877071880317874
flare-F,6,CART,RBO,Precision,0.21428571428571427
flare-F,6,CART,RBO,Recall,0.14285714285714285
flare-F,6,CART,RBO,AUC,0.5606863839285714
flare-F,6,CART,RBO,G-mean,0.3738822627894661
flare-F,6,KNN,RBO,Precision,0.1794871794871795
flare-F,6,KNN,RBO,Recall,0.3333333333333333
flare-F,6,KNN,RBO,AUC,0.6354166666666666
flare-F,6,KNN,RBO,G-mean,0.5590169943749475
flare-F,6,SVM,RBO,Precision,0.1797752808988764
flare-F,6,SVM,RBO,Recall,0.7619047619047619
flare-F,6,SVM,RBO,AUC,0.8096633184523809
flare-F,6,SVM,RBO,G-mean,0.8082535552187874
flare-F,6,MLP,RBO,Precision,0.17543859649122806
flare-F,6,MLP,RBO,Recall,0.4761904761904762
flare-F,6,MLP,RBO,AUC,0.6921968005952381
flare-F,6,MLP,RBO,G-mean,0.6576303510114391
yeast3,3,CART,RBU,Precision,0.4
yeast3,3,CART,RBU,Recall,0.951219512195122
yeast3,3,CART,RBU,AUC,0.8869733924611973
yeast3,3,CART,RBU,G-mean,0.8846435638341916
yeast3,3,KNN,RBU,Precision,0.4232804232804233
yeast3,3,KNN,RBU,Recall,0.975609756097561
yeast3,3,KNN,RBU,AUC,0.905229120473023
yeast3,3,KNN,RBU,G-mean,0.902488962082888
yeast3,3,SVM,RBU,Precision,0.4624277456647399
yeast3,3,SVM,RBU,Recall,0.975609756097561
yeast3,3,SVM,RBU,AUC,0.9173503325942349
yeast3,3,SVM,RBU,G-mean,0.915498482950034
yeast3,3,MLP,RBU,Precision,0.4705882352941176
yeast3,3,MLP,RBU,Recall,0.975609756097561
yeast3,3,MLP,RBU,AUC,0.9196230598669624
yeast3,3,MLP,RBU,G-mean,0.9179172414135476
yeast-0-3-5-9_vs_7-8,0,CART,PAU,Precision,0.09178743961352658
yeast-0-3-5-9_vs_7-8,0,CART,PAU,Recall,0.76
yeast-0-3-5-9_vs_7-8,0,CART,PAU,AUC,0.467719298245614
yeast-0-3-5-9_vs_7-8,0,CART,PAU,G-mean,0.36514837167011066
yeast-0-3-5-9_vs_7-8,0,KNN,PAU,Precision,0.1875
yeast-0-3-5-9_vs_7-8,0,KNN,PAU,Recall,0.36
yeast-0-3-5-9_vs_7-8,0,KNN,PAU,AUC,0.5944736842105263
yeast-0-3-5-9_vs_7-8,0,KNN,PAU,G-mean,0.5462792808001955
yeast-0-3-5-9_vs_7-8,0,SVM,PAU,Precision,0.19047619047619047
yeast-0-3-5-9_vs_7-8,0,SVM,PAU,Recall,0.32
yeast-0-3-5-9_vs_7-8,0,SVM,PAU,AUC,0.5854385964912281
yeast-0-3-5-9_vs_7-8,0,SVM,PAU,G-mean,0.5218052335444576
yeast-0-3-5-9_vs_7-8,0,MLP,PAU,Precision,0.13333333333333333
yeast-0-3-5-9_vs_7-8,0,MLP,PAU,Recall,0.48
yeast-0-3-5-9_vs_7-8,0,MLP,PAU,AUC,0.5689473684210526
